Name,SMILES,logPI,method.logPI,pH,Name,nG,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sI,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd
43,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,-0.22,Potentiometric,7.4,Papaverine,0,11.66440244,16.00389616,-0.410425131,0.380310429,4.88739035,10.69692311,0.25,1.408,339.3857967,0,6,3.11,12,14,27,0,46,0.1016,0.01032256,105.5379,0,3,3,2,2,0,0,3,0,0.145305698,128,1534,42,50.95687909,2.038275163,14.34426016,11.21391095,3.130349206,5.754887502,49.28,0.857142857,0.461538462,0.670210911,5.253456963,5.915511984,0,7.823539956,20.95393254,0,8.442719659,0,0,0,0,0.897783528,0,0,0,0,0,0,4,0,1,0,0,7,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,19.75308642,9.273922571,4.465974625,0.25,1704.05,0.68,526,17.81119031,12.19373311,10.17441408,9.189955662,7.652442444,6.287859647,4.375389161,3.127562803,14.82876542,7.903145089,5.552085572,4.170599334,2.884412629,2.016595133,1.180856936,0.70445982,3.715814101,6.105854095,8.342446222,1.328937655,1.807840214,2.071526047,1.340206909,0,0.30274943,0,0.588112449,0,0.074655812,0,0,0,0,0.191638319,0.43860128,0,0,0,0.063523494,0.110800074,0,0,1,11,3,0,1,0,0,1610.97901,1892.648084,2659.567507,2839.449837,2417.981188,28.45785644,29.98909968,40.15528162,46.70421969,42.31773948,0.693505859,-0.381712354,-0.103308198,0.315643703,-0.258162631,0,5,31.941347,53.510653,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0633,0,3.501,-2.463503824,-17.8624044,-18.55635755
44,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,-0.29,Counter-current chromatography,7.4,Penbutolol,0,11.69267967,16.00046513,-0.41648702,0.312166129,5.221681589,10.25514926,0.666666667,3.456,291.4290411,0,7,3.11,7,12,22,1,50,2.6234,6.88222756,90.9214,0,2,1,2,1,0,1,1,0,0.142469694,104,1043,25,41.81131518,1.991015009,8.468880875,5.59254364,2.876337235,5.459431619,41.49,0.833333333,0.454545455,1.5,3.716003302,1.790847538,3,12.8254953,14.3432786,1.439761138,2.701599969,0.709896211,0,0,0.333333333,0,0,0,0,0,0,0,3,0,6,0,0,4,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.3553719,8.022222222,5.950413223,0.666666667,2181.03,0.523809524,388,15.29468245,9.95530836,9.534785313,6.390593676,4.923247038,3.836328209,2.297993995,1.573719209,13.56220419,8.103570126,7.11493514,4.013249211,2.854959645,1.720831697,0.925207261,0.551853677,2.538930386,3.460840537,4.648903154,1.399036303,1.741068984,1.864036479,2.318751403,0.353553391,0.136082763,0,1.665695911,0.25,0.061308522,0,0,0,0.144337567,0.166666667,0.214076175,0,0,0.144337567,0.099946561,0.105128796,0,0,0,5,1,5,5,2,0,1296.849129,1455.71793,1907.558204,1637.866723,1553.288857,22.90891837,23.3286398,32.32518762,27.82248047,27.21392148,0.306073462,-0.106561752,-0.146240147,0.073240335,0.078133993,2,3,34.279003,53.720997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2541,1.5173,2.8073,1.832863289,-14.22296845,-12.39008126
45,CC(CC1=CC=C(C=C1)F)N(C)CC#C,-0.58,Potentiometric,7.4,p-F-Deprenyl,0,11.67435426,19.00013677,-0.42784143,0.325661751,4.014898104,9.500279285,0.384615385,1.524,205.2717251,0,4,2.67,6,11,15,1,31,3.2379,10.48399641,65.6201,0,1,1,1,1,0,0,1,0,0.015795118,68,412,18,29.20926618,1.947284412,5.656464246,0,3.139798606,4.906890596,3.24,1,0.5,0.766309432,5.224215578,2.296893837,0,6.719501273,8.936673237,0,0.965489385,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.06666667,6.55401662,4.571428571,0.454545455,751.02,0.4,223,11.25914855,7.130228955,6.104842821,4.555968288,3.062768339,2.327031007,1.128050024,0.732861568,9.203493246,5.013370168,3.798850562,2.537505538,1.41726604,0.882795587,0.383545994,0.211729451,1.92226184,2.091346282,2.798907215,1.082784889,0.940617558,1.043588017,0.964203801,0,0.166666667,0,0.545993581,0,0.129099445,0,0,0,0,0.083333333,0.142258898,0,0,0,0.027777778,0.030140868,1,1,0,5,1,2,2,0,0,806.6383893,876.0459927,1083.138097,996.2594473,761.1962551,16.86202444,16.08033091,20.66211602,19.49593409,14.91414898,0.172757023,-0.105165322,0.012977607,0.013827965,0.004232291,0,1,20.674312,35.205688,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3073,0,1.4337,-0.103274379,-7.687858509,-7.791132887
46,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,1.41,Potentiometric,7.4,Phenazopyridine,0,11.70027483,14.20783189,-0.38683692,0.370995022,5.504039843,8.957221932,0,0.906,213.2389592,0,2,2.12,16,11,17,0,27,0.021,0.000441,62.8099,0,2,2,2,2,0,0,2,0,0.418204578,78,485,20,32.29556409,2.018472756,14.18715772,0,14.18715772,5.087462841,89.12,1,0.5,0,0,0,0,6.93297596,7.89757941,0,2.182247272,0,0,0,0,0,0.25,1.785490327,0,1.310370697,0,0,0,0,0,0,0,7,0,0,0,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,6.074380165,3.769230769,0,544.05,0.875,261,11.38046889,7.754020195,6.736973899,5.279599204,4.082538325,3.069236743,1.78118603,0.973315424,8.537793209,4.743144665,3.17603227,1.953345236,1.174147931,0.713409607,0.272387509,0.116197202,1.793439668,2.442524232,2.952256898,0.430381378,0.449565813,0.427507769,0.895168207,0,0.11785113,0,0.278170643,0,0.016666667,0,0,0,0,0.170103454,0.25636407,0,0,0,0.050708915,0.04419429,0,0,2,9,0,0,0,0,0,854.1346043,948.4966118,1203.376041,1071.413986,745.3622929,17.79990151,18.3570719,24.38177993,22.7141438,16.24321444,0.186039079,-0.070986786,-0.045730494,0.006483194,0.034435986,2,5,13.345277,32.194723,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4.1657,3.2441,3.7697,-2.294622371,-15.93556405,-16.7793021
47,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,-2,Counter-current chromatography,7.4,Pindolol,0,11.67977421,16.00046427,-0.416546162,0.35611165,5.116354132,9.449475291,0.428571429,1.277,248.3213339,0,6,2.56,10,11,19,1,38,-0.3928,0.15429184,76.4203,0,2,2,1,1,0,1,1,0,0.215673849,88,687,22,36.11751242,2.006528468,11.53940601,5.59323932,5.946166691,5.247927513,53.52,1,0.5,0.5,1.953201912,2.183242085,0,6.380781705,11.59319396,0,3.102671684,0,0,0,0.333333333,0,0,0,0,0.125,0,0,2,0,2,0,0,5,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14.4099723,6.9632,4.266666667,0.428571429,1215.04,0.5,308,12.95781916,8.664703798,7.699540345,5.740273045,4.520037818,3.48351565,2.136749036,1.46224437,10.81112733,6.269124352,4.722831932,2.747902801,1.799078631,1.161526833,0.55149567,0.312249222,2.07760552,2.960283559,3.776488881,0.812180892,0.903272335,0.948995957,1.166339522,0,0.136082763,0,0.621037712,0,0.037843679,0,0,0,0.11785113,0.219416097,0.3476007,0,0,0.041666667,0.068945856,0.08218827,0,0,1,6,1,4,2,0,0,1015.706761,1140.301772,1480.848943,1278.040313,1056.54095,20.26889867,20.66100366,27.65755148,25.15484434,21.60147304,0.344567096,-0.12408466,-0.14898885,0.057023812,0.119299471,3,4,25.10014,41.77986,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1804,2.0733,3.5392,0.06457935,-16.91450765,-16.8499283
48,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,1.14,Potentiometric,7.4,Primaquine,0,11.67587175,16.00045715,-0.408761083,0.371181381,4.868600294,10.36690328,0.4,1.274,259.3473088,0,6,2.67,12,11,20,1,40,0.122,0.014884,83.7781,0,2,2,1,1,0,0,2,0,0.230120592,92,726,27,38.25566559,2.013456083,11.39703469,2.807795863,8.589238829,5.321928095,59.64,1,0.5,0.142857143,3.219773135,2.844859032,0,7.18113352,13.10856498,0,4.610539557,0,0,0,0,0,0,0.316227766,0,0.333333333,0,0,2,0,3,0,0,5,1,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.39,7.695266272,4.231404959,0.4,1339.04,0.526315789,312,13.66492594,9.240713403,7.697251688,6.178481125,5.068526209,4.278619357,2.843294002,1.99938875,11.51823411,6.636742448,4.726368138,3.157264472,2.154345973,1.437548348,0.778054684,0.466374604,2.126421057,3.534198374,5.161668249,0.854356665,1.172995775,1.370471167,0.962215377,0,0.136082763,0,0.483569343,0,0.03477133,0,0,0,0,0.138888889,0.264172928,0,0,0,0.042349907,0.063447807,0,0,1,7,1,2,3,0,0,1196.426903,1361.096997,1812.456628,1845.812714,1602.082917,20.85440994,21.49509362,27.99363942,29.18743779,27.38091908,0.308174224,-0.15428087,-0.02937551,0.028490593,-0.022256403,2,4,26.193347,44.504653,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8071,1.7654,3.7285,-0.301481836,-16.65535373,-16.95683556
49,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,-0.52,Potentiometric,7.4,Probenecid,0,11.69467068,31.97864806,-0.37984535,0.442228139,4.193108396,12.10215452,0.461538462,0.954,285.3608489,0,7,2.23,13,11,19,0,38,1.5343,2.35407649,77.3621,1,1,1,1,1,0,0,1,0,0.291332818,90,728,29,36.84151706,1.939027214,16.59995765,9.811500728,3.308535208,5.247927513,83.06,1,0.5,0.166666667,3.963238071,0.843432665,0,8.479373113,7.839868134,0,1.310370697,0,0,1.301395274,0,0,0,0,0,0,0,0,2,0,4,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,17.05263158,7.695266272,4.5,0.461538462,1102.06,0.315789474,285,14.46625533,8.929087446,7.951361454,6.093318801,4.448491276,3.168714087,1.87871254,1.340924746,11.36899033,6.625140342,4.717191771,3.162381007,2.174763475,1.395805065,0.710988076,0.328205609,3.952010963,5.160456019,6.653022958,1.251008631,1.59749607,1.834978904,1.699358737,0.166666667,0.788675135,0.166666667,0.576168166,0.022807523,0.148133085,0.019006269,0,0,0,0.083333333,0.089779189,0,0,0,0.027777778,0.030888613,0,0,1,5,1,4,2,0,0,1378.610147,1561.464445,2126.858983,2227.730355,1882.322213,28.58560948,28.8925872,37.16191579,40.32897228,36.32682321,0.399450472,-0.25340213,0.126109397,-0.045535244,0.024786484,1,5,30.184933,42.757067,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8.8505,1.0629,3.8345,1.132839388,-19.75927342,-13.18398662
50,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,-0.81,Potentiometric,7.4,Procaine,0,11.69400199,16.00987738,-0.38607203,0.415006268,4.718782511,8.742954416,0.461538462,0.877,236.310598,0,7,2.45,10,12,17,1,37,0.8586,0.73719396,72.789,0,1,1,1,1,0,0,1,0,0.235271721,76,618,21,33.21771578,1.953983281,11.26277713,5.53648884,5.726288293,5.087462841,55.56,0.833333333,0.454545455,0.25,3.509530701,0.801188709,0,7.534630755,8.270956755,0,1.310370697,0,0,0,0.5,0,0,0,0.111111111,0,0,0,2,0,4,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,15.05882353,8.163265306,5.444444444,0.461538462,1097.04,0.352941176,286,12.67336211,8.168233758,6.610661438,5.291790291,3.516025898,2.367335613,1.563591971,0.863590092,10.47888865,5.919862625,3.784810382,2.681484334,1.509810934,0.728631577,0.346026376,0.178578074,1.981054205,2.269275188,2.257540643,0.780984008,0.776140581,0.46620423,0.895168207,0,0.11785113,0,0.379338928,0,0.013888889,0,0,0,0,0.083333333,0.131445856,0,0,0,0.027777778,0.029926396,0,0,1,5,1,6,0,0,0,868.9885461,930.7072922,1121.095453,1044.889904,774.4351388,19.26889867,18.66100366,23.60165463,23.54628535,18.65700771,0.386388493,-0.246644925,0.028695186,0.113728775,-0.13606288,1,4,26.05814,40.01986,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2335,1.1875,3.6412,0.885468451,-17.08668738,-12.72552581
51,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,-1.1,Counter-current chromatography,7.4,Propranolol,0,11.65567926,16.00046421,-0.416522224,0.347041016,5.129682828,9.854071381,0.375,2.023,259.3440432,0,6,2.89,11,12,20,1,40,1.2676,1.60680976,83.6494,0,2,2,1,1,0,0,2,0,0.160095862,92,792,25,38.21829678,2.011489304,8.471428513,5.599054118,2.872374396,5.321928095,41.49,0.833333333,0.454545455,0.5,2.307569786,2.183242085,0,10.99141844,14.08016218,0,3.102671684,0,0,0,0.333333333,0,0,0,0,0,0,0,2,0,2,0,0,7,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15.39,7.695266272,4.795005203,0.375,1339.03,0.526315789,345,13.66492594,9.164703798,8.053093735,5.990273045,4.690861822,4.017536341,2.337581993,1.638275406,11.46582787,6.685791019,5.005061211,2.942578642,1.938193268,1.380286106,0.63508304,0.369122747,2.07760552,2.960283559,4.204641231,0.842683009,0.954998792,1.12154212,1.166339522,0,0.136082763,0,0.632202262,0,0.041066607,0,0,0,0,0.151374715,0.251375655,0,0,0,0.051834039,0.067525102,0,0,0,8,2,4,2,0,0,1114.199312,1248.299795,1611.401389,1534.800079,1219.686372,20.90891837,21.3286398,28.15900569,27.82248047,23.21392148,0.307469258,-0.108697137,-0.149294277,0.083759118,0.077537523,2,3,25.533347,44.866653,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8236,1.5515,2.7494,0.028656788,-13.98475143,-13.95607075
52,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,-0.33,Potentiometric,7.4,Prostaglandin E1,0,11.74441357,16.01083925,-0.419309067,0.376953142,3.7089502,10.55207485,0.8,3.306,354.4817282,1,13,3.11,2,18,25,0,59,3.479,12.103441,98.3179,1,1,0,1,0,0,1,0,0,0.267699393,112,1888,30,48.90246869,1.956098747,12.38585699,12.38585699,0,5.64385619,94.83,0.888888889,0.470588235,0,2.002721212,0.66943295,0,16.81684262,18.4685275,0,4.44027938,0,0,1.307070054,0,0,0,0,0,0,0,0,1,0,11,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,23.04,13.21123829,9.48244898,0.8,2881.05,0.2,612,18.65648977,11.95159616,10.08169383,7.117524902,5.42746457,3.717556009,2.529782278,1.596798072,15.40041358,9.742553103,7.216284954,5.047496423,3.542498754,2.243829444,1.442051773,0.891120535,2.581238449,3.786365193,4.549693933,1.188001347,1.658828595,1.710124903,1.440493473,0,0.248005645,0,0.587663808,0,0.108440819,0,0,0,0.07856742,0.268245951,0.418640773,0,0,0.068041382,0.145603041,0.171665675,0,0,1,3,0,1,13,2,0,1407.540338,1542.008583,1917.5997,1821.400431,1658.020095,28.87234518,26.66045989,34.43120485,33.32091977,31.43120485,0.478848246,-0.152240434,-0.041967472,-0.105924796,0.10092232,3,5,39.085038,61.880962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8173,2.3612,4.6791,3.926864245,-25.30145793,-21.37459369
53,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,-0.54,Potentiometric,7.4,Prostaglandin E2,0,11.74200048,16.01083931,-0.419306425,0.377053742,3.719626049,10.60365787,0.7,2.79,352.4658467,1,12,3.11,2,18,25,0,57,3.0344,9.20758336,99.4345,1,1,0,1,0,0,1,0,0,0.269231335,112,1888,30,48.90246869,1.956098747,12.38585699,12.38585699,0,5.64385619,94.83,0.888888889,0.470588235,0,2.002721212,0.66943295,0,16.81684262,18.4685275,0,4.44027938,0,0,1.307070054,0,0,0,0,0,0,0,0,1,0,9,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,23.04,13.21123829,9.48244898,0.7,2649.05,0.2,612,18.65648977,11.95159616,10.08169383,7.117524902,5.42746457,3.717556009,2.529782278,1.596798072,15.14090055,9.392383017,6.862731564,4.709842179,3.215435741,1.942526438,1.200027985,0.713351466,2.581238449,3.786365193,4.549693933,1.172709395,1.58663255,1.565849322,1.440493473,0,0.248005645,0,0.587663808,0,0.108440819,0,0,0,0.07856742,0.268245951,0.418640773,0,0,0.068041382,0.145603041,0.165422762,0,0,1,5,0,1,11,2,0,1421.554331,1557.422261,1936.949613,1840.66674,1673.585131,28.87234518,26.66045989,34.43120485,33.32091977,31.43120485,0.483435726,-0.149365531,-0.037238143,-0.114215135,0.07039744,3,5,36.898624,60.547376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5644,2.4315,4.5345,3.303178776,-24.63291109,-21.32975621
54,CC1=NC=C(C(=C1O)CO)CO,-1.33,Potentiometric,7.4,Pyridoxine,0,11.71271441,16.00007208,-0.419666301,0.356207349,4.481647124,9.03759959,0.375,-1.224,169.1781535,0,2,1.9,7,7,12,0,23,-1.5328,2.34947584,45.6253,0,1,1,1,1,0,0,1,0,0.432059608,56,186,18,23.26100762,1.938417301,10.4215349,7.444585211,2.976949686,4.584962501,73.05,1,0.5,0,0.766309432,1.807204007,0,1.144714243,6.085553735,0,3.965406457,0,0,0.646330407,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,10.08333333,4.296875,2.040816327,0.375,397.04,0.5,106,9.137828202,5.701907263,4.654181757,4.166994728,3.017214413,2.006001058,0.971538077,0.415834647,6.780418214,3.583649933,2.512235449,1.758664913,0.996937394,0.5325915,0.205014251,0.055571674,2.155955427,3.175364219,4.061223538,0.770101506,0.871089949,0.886902723,0.73090178,0,0.282691565,0,0.358155519,0,0.080848627,0,0,0,0,0.055555556,0.189678531,0,0,0,0.016137431,0.046176082,0,0,1,2,2,3,0,0,0,582.6825794,655.27335,865.9359499,840.6741562,490.7533479,14.68338741,13.3286398,17.82691371,21.2104693,16.81875641,0.320661686,-0.121840316,-0.002310871,-0.000888049,-0.145654155,3,4,13.345277,24.920723,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8179,2.8942,3.4924,0.429230402,-17.61051625,-17.18130975
55,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,0.88,Potentiometric,7.4,Quinine,0,11.67212589,16.00086625,-0.415086667,0.362982127,4.909771431,11.03450194,0.45,1.016,324.4175123,0,4,3.22,11,13,27,1,48,1.2445,1.54878025,100.0335,0,5,2,2,1,0,0,5,0,0.138995234,132,1286,42,49.81769311,2.075737213,12.03605922,5.416317034,6.619742185,5.754887502,45.06,1,0.5,0.083333333,3.44941204,2.913103603,0,10.36726682,24.16365598,0,9.595433521,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,1,1,4,0,1,5,4,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,17.41563786,7.318869165,3.241071429,0.45,2049.04,0.791666667,483,16.6814338,11.7070399,10.36623217,9.632266979,8.160949075,7.116551659,4.926083303,3.594694542,14.05892567,8.682990361,6.974393659,5.819484377,4.444306034,3.520792177,2.114652917,1.349573118,4.204149147,6.968606077,10.50575065,2.28749951,3.35104626,4.503026007,1.471489192,0,0.432106493,0,0.899886951,0,0.208522971,0,0,0,0,0.327721083,0.683132353,0,0,0,0.191132565,0.371682391,0,0,2,7,2,2,4,2,0,1810.565786,2190.822779,3201.696391,3281.630894,2673.102274,26.26889867,28.8271856,41.49164144,45.21101308,39.48764548,0.406713804,-0.203343514,-0.056349348,0.127232488,-0.122741618,1,4,31.452968,55.007032,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0593,0.6816,3.3462,-2.260803059,-16.47731836,-18.73812141
56,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,1.02,Potentiometric,7.4,Roxithromycin,0,11.77422992,16.01804374,-0.428834459,0.393850873,4.214410454,12.31254776,0.951219512,1.736,837.0481494,3,13,4.1,3,21,60,1,134,1.4791,2.18773681,211.5027,0,2,0,3,0,0,0,2,0,0.25927511,298,12923,109,113.9890073,1.965327712,47.89582716,41.818534,6.077293154,6.906890596,216.89,1,0.5,9.990345199,11.85217039,36.8662376,6.647190056,2.765257392,17.71721686,3.218630722,28.25890456,10.76170672,0.414913267,1.851917423,7.292584103,4.906934904,0,0,0,0,0.1,0,14,0,7,0,0,0,15,0,2,0,0,3,0,0,0,0,0,1,0,1,0,5,1,9,0,0,0,0,0,0,0,0,52.345,22.56684762,13.04196597,0.951219512,15190.17,0.482758621,1784,43.91312013,26.9635236,25.82062722,21.2332785,16.06166684,11.52551127,7.875744809,5.595878434,37.32297958,20.75912313,17.73363586,12.59628963,8.932908112,5.251447143,3.302823192,2.010640658,14.26295061,21.82306774,31.23012539,7.080197175,10.0561882,11.87764347,6.237223017,0.515128379,2.334677235,0.346225045,3.739261731,0.249156026,0.869327664,0.083794731,0,0,0,0.103668078,0.394848785,0,0,0,0.059852793,0.164516967,0,0,1,1,0,14,13,7,0,4170.26867,4909.510536,7103.445796,8400.208837,9082.342425,70.33699614,68.8563048,104.219913,130.9155381,139.5839737,2.123317535,-1.012951675,-0.287134664,0.173093315,0.302834789,5,15,103.265732,137.066268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.433,4.0241,14.2063,10.70334608,-73.09058317,-49.72170172
57,C1=CC2=C(C=C1O)C(=CN2)CCN,-1.66,Potentiometric,7.4,Serotonin,0,11.67632612,15.99795775,-0.407284163,0.34559276,4.998848976,9.741035862,0.2,0.366,176.2154594,0,2,2.23,10,8,14,1,25,-0.8884,0.78925456,55.998,0,2,2,1,1,0,1,1,0,0.330957791,66,238,17,26.32533726,2.025025943,8.083277588,2.540933527,5.542344061,4.807354922,58.28,0.75,0.428571429,0,0,0,0,5.145513941,11.43767369,0,3.301927249,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,0,4,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.551020408,4.022160665,1.92,0.2,520.03,0.692307692,149,9.259148545,6.30886175,5.46826357,4.48350317,3.794784075,2.994564099,1.900720068,1.171829926,7.248178504,4.30079262,3.082475403,2.164681597,1.528734263,0.967176889,0.499893751,0.255364302,1.733815282,2.831217695,3.751279824,0.681074914,0.947292628,0.993901632,0.758091231,0,0.136082763,0,0.320935239,0,0.050296116,0,0,0,0.096225045,0.272165527,0.435283936,0,0,0.036084392,0.091238446,0.116792455,0,0,1,5,2,1,1,0,0,773.0680955,895.4094985,1227.318693,1030.781738,707.3574908,14.49442964,14.83063778,20.32891169,18.32891169,14.32891169,0.123186489,-0.045411155,-0.006416734,0.000592444,-0.033537295,3,3,13.118484,28.603516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6235,2.4791,2.975,-1.241013384,-13.55927342,-14.80028681
58,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-2.92,Counter-current chromatography,7.4,Sotalol,0,11.6935573,31.97875282,-0.414470185,0.409305262,5.588413001,10.05938604,0.5,0.125,272.365352,0,6,2.12,10,12,18,1,38,-0.2677,0.07166329,75.5393,0,1,1,1,1,0,0,1,0,0.319014299,86,706,21,34.85414828,1.936341571,16.33960294,7.271563589,5.835585361,5.169925001,86.81,0.833333333,0.454545455,0.481411137,2.792106303,2.84095074,0,4.251415002,8.9175437,0,1.894848512,0,0,0.595275394,0,0,0,0,0,0.142857143,0,0,3,0,1,0,0,4,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,16.05555556,6.9632,6.666666667,0.5,1138.06,0.333333333,300,13.75914855,8.276675565,8.494070918,4.7965557,3.659344454,2.826121466,1.648235514,1.17755845,11.04690863,6.241091468,5.011277651,2.469491424,1.59336432,1.02514376,0.540434724,0.329845549,2.312004835,3.228816663,3.886627719,0.875008339,0.934285519,0.92057002,2.575401535,0.353553391,0.11785113,0,0.962362017,0.050999172,0.030429031,0,0,0,0,0.083333333,0.107038088,0,0,0,0.027777778,0.029926396,0,0,0,5,1,3,2,0,0,1164.98297,1268.449706,1662.864534,1428.921628,1275.738723,27.17112075,27.72667716,30.87663694,26.71994571,26.16276005,0.337858417,-0.142877659,-0.056391285,0.059146807,-0.005219854,3,5,29.66014,41.96186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4156,2.3051,4.1291,1.519407266,-20.11625239,-16.52839388
